,,,,,,H06,,,Dans quelle mesure êtes-vous d'accord avec l'énoncé suivant : durant la vie commune l'autre parent percevait votre rôle parental aussi important que le sien. ,,ATTN : différentiel,,,0,,E3B,"Tout à fait d’accord / D'accord / Partiellement d'accord / Ni d'accord, ni pas d'accord / Pas d'accord / Pas du tout d'accord / S.O. ",#REF!,#REF!,50%,50%,,,,,F: Interférence lien affectif ou symbolique,,,,,,Diff,,,🔶,notion de valeur parentale ,,🔴,,Si écart entre avant et après : recommandation médiation s'il y a un écart entre les perceptions des rôles des parents et valeurs (d'interventions) parentales de chacun ,,N / A,N / A,N / A,N / A,N / A,N / A,N / A,N / A,N / A,N / A,N / A,N / A,N / A,N / A,N / A,N / A,N / A,N / A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"PCR 
Questionnaire A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q active =1,,Total par catégorie (F*I),Catégorie pondérée(F*I),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Action / Réaction 
si PFA+PCR vrai = CP /CL + temps de séparation",,PCR02,arrive-t-il ou arrivait-il  ,"Dans quelle mesure vous arrivait-t-il d'éviter ou d'ignorer l’autre parent lorsque vous le croisiez à l'école, lors de changement de garde ou lors d'événements sportifs?","Dans quelle mesure vous arrive-t-il d'éviter ou d'ignorer l’autre parent lorsque vous le croisez à l'école, lors de changement de garde ou lors d'événements sportifs ?",, ,,,1,,E1A,Jamais / Rarement / Parfois / Régulièrement / Souvent / Toujours / S.O.,7,7,100%,0%,0%, 7 , -   , -   ,"C: Chantage affectif, loyauté, manipulation",,,,,,,,, ,,,,,,, , , , , , , , , , , , , , , , , , ,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Action / Réaction 
si PFA+PCR vrai = CL",,PCR04,questionnez-vous ou questionniez-vous,"Dans quelle mesure questionniez-vous votre enfant à son retour de garde afin de connaître la routine (repas, dodo, etc.) et les activités qu'il faisait alors qu'il était chez l'autre parent ?","Dans quelle mesure questionnez-vous votre enfant à son retour de garde afin de connaître la routine (repas, dodo, etc.) et les activités qu'il a fait alors qu'il était chez l'autre parent ?",,,,,2,,E1A,Jamais / Rarement / Parfois / Régulièrement / Souvent / Toujours / S.O.,4,8,0%,0%,100%, -   , -   , 8 ,"C: Chantage affectif, loyauté, manipulation",,,,,,,,,,,,🔴,,si tendance forte aux questionnements  : mise en garde concernant la position dans laquelle cela met l'enfant ,,,,,,,,,,,,,,=5,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Action / Réaction 
si PFA+PCR vrai = CP ",,PCR06,devez-vous ou deviez-vous,deviez,"Dans quelle mesure devez-vous faire un retour sur les interventions (nutrition, hygiène, logistique, etc.) de l'autre parent (par courriel ou texto) au retour des enfants après un séjour de garde ?",,,2,,2,,E1A,Jamais / Rarement / Parfois / Régulièrement / Souvent / Toujours / S.O.,7,14,100%,0%,0%, 14 , -   , -   ,D: Dénigrement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,sq1 (s'active si PCR06>=condition),,,,,PCR06a,,,Quels sont les sujets de discorde entre vous et l'autre parent ?,"- Préparation des repas (et boîte à lunch) des enfants
- Accompagnement des devoirs
- Gestion des vêtements
- Choix des activités sportives
- Autres",sq1,,,1,,choix multiples,"- Préparation des repas et/ou boîte à lunch des enfants
- Accompagnement des devoirs
- Gestion des vêtements
- Choix des activités culturelles ou sportives
- Autres",,,100%,0%,0%, -   , -   , -   ,D: Dénigrement,,,,,,,,Qualitatif,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,PCR07,arrive-t-il ou arrivait-il  ,arrivait-il  ,Vous arrive-t-il de faire des reproches à l'autre parent devant votre enfant ?,,,,,2,,E1A,Jamais / Rarement / Parfois / Régulièrement / Souvent / Toujours / S.O.,1,2,0%,0%,100%, -   , -   , 2 ,D: Dénigrement,,,,,,,,,,,,🔴,,"Notion de CL + commentaires 
On le fait tous un peu inconsciemment … mais une exposition répétée place l'enfant en échec (CL) ",, , , , , , , , , , , , , , , , , , ,1,1,16, 5 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"Intensité 3 si fréquence >= 2 ET si (Temps de séparation (B04) > 2 ans OU âge (B02) >=8 ans), sinon Intensité 1",,,,PCR08,appelez-vous ou appeliez-vous,À quelle fréquence appeliez-vous votre enfant alors lorsqu’il était chez l‘autre parent ?,À quelle fréquence appelez-vous votre enfant lorsqu’il est chez l‘autre parent ?,, ,2,,1,3,E5,Au besoin / 1 x semaine / 3 x semaine / + de 5 x semaine / tous les jours / +sieurs x par jour / S.O.,1,1,100%,0%,0%, 1 , -   , -   ,E: Interférence temps et/ou communication,,,,,,,,,,,,🔴,,"Importance pour l'enfant d'avoir le temps de se poser chez l'autre parent / Notion de relation fusionnelle volontaire ou involontaire  

Apprendre à lire les signes : différences entre un enfant pressé d'aller jouer et un enfant qui est bête et se cmporte différemment et de manière presque arrogante (pour le bénéfice d l'autre parent qui écroute). 

ATTN : pression sur l'enfant / ne pas prendre ombrage du fait que l'enfant est bête au téléphone. ",, , , , , , , , , , , , , , , , , , ,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"intensité 2 si âge (B02) >= 10 ans;
Intensité 3 si âge (B02) < 10 ans",,,,PCR09,laissez-vous ou laissiez-vous ,Dans quelle mesure laissiez-vous à votre enfant le droit de choisir la fréquence des visites et le temps qu'il passait chez l'autre parent ?,Dans quelle mesure laissez-vous à votre enfant le droit de choisir la fréquence des visites et le temps qu'il passe chez l'autre parent ?,,,,,2,3,E1A,Jamais / Rarement / Parfois / Régulièrement / Souvent / Toujours / S.O.,0,0,100%,0%,0%, -   , -   , -   ,E: Interférence temps et/ou communication,,,,,,,,,,,,,,,, , , , , , , , , , , , , , , , , , ,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Action / Réaction 
si PFA+PCR vrai = CP ",,PCR01,,,Dans quelle mesure considérez-vous l'autre parent (coparent) comme étant votre égal·e sur le plan parental ? ,,,,,1,,E3B ,"Tout à fait d’accord / D'accord / Partiellement d'accord / Ni d'accord, ni pas d'accord / Pas d'accord / Pas du tout d'accord / S.O.",7,7,0%,0%,0%, -   , -   , -   ,E: Interférence temps et/ou communication,,,,,,,,,🔶,Notion de valeur parentale,,,,,, , , , , , , , , , , , , , , , , , ,1,1,8, 3 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Action / Réaction 
si PFA+PCR vrai = CP /CL + combo temps de séparation",,PCR10,nuit ou nuisait ,nuisait ,"De manière générale, au-delà des conflits qui pourraient vous opposer à l'autre parent, dans quelle mesure diriez-vous que les exigences de la coparentalité nuit à votre qualité de vie ?",,,,,1,,E3A,"Pas du tout d’accord / Pas d’accord / Ni d’accord, ni pas d’accord / Partiellement d’accord / D’accord / Tout à fait d’accord / S.O.",1,1,0%,100%,0%, -   , 1 , -   ,F: Interférence lien affectif ou symbolique,,,,,,,,,,,,,,,, , , , , , , , , , , , , , , , , , ,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,PCR11,acceptez-vous ou acceptiez-vous ,acceptiez-vous ,Dans quelle mesure acceptez-vous que les jouets de votre enfant se promène d’une maison à l’autre ?,, ,,,2,,E3B,"Tout à fait d’accord / D'accord / Partiellement d'accord / Ni d'accord, ni pas d'accord / Pas d'accord / Pas du tout d'accord / S.O.",4,8,100%,0%,0%, 8 , -   , -   ,F: Interférence lien affectif ou symbolique,,,,,,,,, ,,, ,,,, , , , , , , , , , , , , , , , , , ,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,PCR12,arrive-t-il ou arrivait-il  ,arrivait-il  ,Dans quelle mesure vous arrive-t-il de prendre des décisions sans consulter l'autre parent ?,,,4,,2,,E1A,Jamais / Rarement / Parfois / Régulièrement / Souvent / Toujours / S.O.,0,0,100%,0%,0%, -   , -   , -   ,F: Interférence lien affectif ou symbolique,,,,,,,,,🔶,,,🔴,,,, , , , , , , , , , , , , , , , , , ,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,sq1 (s'active si PCR12>=condition),,,Attn : il suffit d'un seul pour = CP sauf si incidence VC ,,PCR12a,,,Quel type de décisions avez-vous pris sans consulter l'autre parent ou sans attendre son approbation ?,"(cochez la ou les réponses pertinentes à votre situation) 
Choix d'école (primaire et/ou secondaire)  
Programmes sportifs 
Soins médicaux ou dentaires 
Déménagement dans une autre ville en raison du travail 
Autres  ",sq1,,,2,,choix multiples,,,,100%,0%,0%, -   , -   , -   ,F: Interférence lien affectif ou symbolique,,,,,,,,Qualitatif,🔶,notion autorité parentale ?  ,,🔴,,,,,,,,,,,,,,,,,,,,,,0,,9, 3 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,=CL,,PCR13,force ou forçait,forçait,Dans quelle mesure diriez-vous que la mauvaise entente entre vous et l'autre parent vous contraint à demander à votre enfant de faire les messages et demandes entourant la logistique familiale ?,, ,,,2,,E4A,Nulle / Très faible / Faible / Moyenne / Élevé / Très élevé / S.O.,7,14,100%,0%,0%, 14 , -   , -   ,G: Parentification,,,,,,,,, ,,,🔴,,"comprendre ce que cela signifie pour l'enfant de prendre la responsabilité du bonheur ou de la défense d'un parent :  comprendre la PARENTIFICATION :  

Article de vulgarisation : 
https://www.psychologies.com/Famille/Relations-familiales/Parents/Articles-et-Dossiers/Parentification-de-l-enfant-ces-parents-qui-inversent-les-roles

Ouvrages de références : 
Jean-François Le Goff (disparu en 2017) L'Enfant, parent de ses parents (L'Harmattan) et  Thérapeutique de la parentification : une vue d'ensemble

conflit de loyauté
parentification / rendre l'enfant responsable de l'issue ou de la résolution // importance de laisser les enfants hors du conflit / nuancer conseil selon le groupe d'âge // Attention : L'impact sur l'enfant d'être instrumentalisé et mis au courant des enjeux qui en principe de le concerne pas. Conflit de loyauté dans lequel il est placé.



Départager ce qui pourrait être dit et ce qui ne doit pas l'être.",, , , , , , , , , , , , , , , , , , ,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"intensité 2 si âge (B02) >= 14 ans;
Intensité 3 si âge (B02) < 14 ans",,"Action / Réaction 
si PFA+PCR vrai = CP ",,PCR14,,,Dans quelle mesure être vous d'accord ou non avec cet énoncé : Vous êtes d'avis qu'un enfant de 12 ans est assez mature pour choisir où et avec qui il veut vivre.,, ,,,2,3,E3A,"Pas du tout d’accord / Pas d’accord / Ni d’accord, ni pas d’accord / Partiellement d’accord / D’accord / Tout à fait d’accord / S.O.",1,3,100%,0%,0%, 3 , -   , -   ,G: Parentification,,,,,,,,, ,,,🔴,,"comprendre ce que cela signifie pour l'enfant de prendre la responsabilité du bonheur ou de la défense d'un parent :  comprendre la PARENTIFICATION :  

Article de vulgarisation : 
https://www.psychologies.com/Famille/Relations-familiales/Parents/Articles-et-Dossiers/Parentification-de-l-enfant-ces-parents-qui-inversent-les-roles

Ouvrages de références : 
Jean-François Le Goff (disparu en 2017) L'Enfant, parent de ses parents (L'Harmattan) et  Thérapeutique de la parentification : une vue d'ensemble

conflit de loyauté
parentification / rendre l'enfant responsable de l'issue ou de la résolution // importance de laisser les enfants hors du conflit / nuancer conseil selon le groupe d'âge // Attention : L'impact sur l'enfant d'être instrumentalisé et mis au courant des enjeux qui en principe de le concerne pas. Conflit de loyauté dans lequel il est placé.



Départager ce qui pourrait être dit et ce qui ne doit pas l'être.",, , , , , , , , , , , , , , , , , , ,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"intensité 2 si âge (B02) >= 12 ans;
Intensité 3 si âge (B02) < 12 ans",,=CL,,PCR15,,,Dans quelle mesure diriez-vous qu'il est important que votre enfant soit au courant des enjeux de la séparation et du conflit qui vous oppose à l'autre parent ?,,>=2 ,2,,2,3,E3A,"Pas du tout d’accord / Pas d’accord / Ni d’accord, ni pas d’accord / Partiellement d’accord / D’accord / Tout à fait d’accord / S.O.",4,12,100%,0%,0%, 12 , -   , -   ,G: Parentification,,,,,,,,,,,,🔴,,"comprendre ce que cela signifie pour l'enfant de prendre la responsabilité du bonheur ou de la défense d'un parent :  comprendre la PARENTIFICATION :  

Article de vulgarisation : 
https://www.psychologies.com/Famille/Relations-familiales/Parents/Articles-et-Dossiers/Parentification-de-l-enfant-ces-parents-qui-inversent-les-roles

Ouvrages de références : 
Jean-François Le Goff (disparu en 2017) L'Enfant, parent de ses parents (L'Harmattan) et  Thérapeutique de la parentification : une vue d'ensemble

conflit de loyauté
parentification / rendre l'enfant responsable de l'issue ou de la résolution // importance de laisser les enfants hors du conflit / nuancer conseil selon le groupe d'âge // Attention : L'impact sur l'enfant d'être instrumentalisé et mis au courant des enjeux qui en principe de le concerne pas. Conflit de loyauté dans lequel il est placé.



Départager ce qui pourrait être dit et ce qui ne doit pas l'être.",, , , , , , , , , , , , , , , , , , ,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,sq1 (s'active si PCR15>=condition),,,,,PCR15a,avez ou aviez ,"Dans quelle mesure cet énoncé s'applique à votre situation : vous aviez mis votre enfant au courant des enjeux juridiques (pension alimentaire, modalité de garde, etc.) qui vous opposait à l’autre parent.","Dans quelle mesure cet énoncé s'applique à votre situation : vous avez mis votre enfant au courant des enjeux juridiques (pension alimentaire, modalité de garde, etc.) qui vous oppose à l’autre parent.",,sq1,,,0,,O/N,,,,100%,0%,0%, -   , -   , -   ,G: Parentification,,,,,,,,Qualitatif,,,,🔴,,"comprendre ce que cela signifie pour l'enfant de prendre la responsabilité du bonheur ou de la défense d'un parent :  comprendre la PARENTIFICATION :  

Article de vulgarisation : 
https://www.psychologies.com/Famille/Relations-familiales/Parents/Articles-et-Dossiers/Parentification-de-l-enfant-ces-parents-qui-inversent-les-roles

Ouvrages de références : 
Jean-François Le Goff (disparu en 2017) L'Enfant, parent de ses parents (L'Harmattan) et  Thérapeutique de la parentification : une vue d'ensemble

conflit de loyauté
parentification / rendre l'enfant responsable de l'issue ou de la résolution // importance de laisser les enfants hors du conflit / nuancer conseil selon le groupe d'âge // Attention : L'impact sur l'enfant d'être instrumentalisé et mis au courant des enjeux qui en principe de le concerne pas. Conflit de loyauté dans lequel il est placé.



Départager ce qui pourrait être dit et ce qui ne doit pas l'être.",, , , , , , , , , , , , , , , , , , ,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,PCR16,,"Au-delà des conflits, dans quelle mesure acceptiez-vous et êties-vous serein avec la séparation (séparation de couple ou familiale) ?","Au-delà des conflits, dans quelle mesure acceptez-vous et êtes-vous serein avec la séparation (séparation de couple ou familiale) ?",,>=3,3,,1,,E3B,"Tout à fait d’accord / D'accord / Partiellement d'accord / Ni d'accord, ni pas d'accord / Pas d'accord / Pas du tout d'accord / S.O.",4,4,0%,100%,0%, -   , 4 , -   ,G: Parentification,,,,,,,,,,,,,,"comprendre ce que cela signifie pour l'enfant de prendre la responsabilité du bonheur ou de la défense d'un parent :  comprendre la PARENTIFICATION :  

Article de vulgarisation : 
https://www.psychologies.com/Famille/Relations-familiales/Parents/Articles-et-Dossiers/Parentification-de-l-enfant-ces-parents-qui-inversent-les-roles

Ouvrages de références : 
Jean-François Le Goff (disparu en 2017) L'Enfant, parent de ses parents (L'Harmattan) et  Thérapeutique de la parentification : une vue d'ensemble

conflit de loyauté
parentification / rendre l'enfant responsable de l'issue ou de la résolution // importance de laisser les enfants hors du conflit / nuancer conseil selon le groupe d'âge // Attention : L'impact sur l'enfant d'être instrumentalisé et mis au courant des enjeux qui en principe de le concerne pas. Conflit de loyauté dans lequel il est placé.



Départager ce qui pourrait être dit et ce qui ne doit pas l'être.",,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,sq1 (s'active si PCR16>=condition),,,"Conflit de loyauté 
Q incontournable ",,PCR16a,,,Dans quelle mesure diriez-vous que vous confiez à votre enfant votre peine concernant la séparation ?,,sq1,,,2,,E1B,Toujours / Souvent / Régulièrement / Parfois / Rarement / Jamais / S.O.,2,4,0%,100%,0%, -   , 4 , -   ,G: Parentification,,,,,,,,,🔶,,,🔴,,"comprendre ce que cela signifie pour l'enfant de prendre la responsabilité du bonheur ou de la défense d'un parent :  comprendre la PARENTIFICATION :  

Article de vulgarisation : 
https://www.psychologies.com/Famille/Relations-familiales/Parents/Articles-et-Dossiers/Parentification-de-l-enfant-ces-parents-qui-inversent-les-roles

Ouvrages de références : 
Jean-François Le Goff (disparu en 2017) L'Enfant, parent de ses parents (L'Harmattan) et  Thérapeutique de la parentification : une vue d'ensemble

conflit de loyauté
parentification / rendre l'enfant responsable de l'issue ou de la résolution // importance de laisser les enfants hors du conflit / nuancer conseil selon le groupe d'âge // Attention : L'impact sur l'enfant d'être instrumentalisé et mis au courant des enjeux qui en principe de le concerne pas. Conflit de loyauté dans lequel il est placé.



Départager ce qui pourrait être dit et ce qui ne doit pas l'être.",,,,,,,,,,,,,,,,,,,,1,1,37, 6 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"s'active si PCR a NC (B07 n'égale pas ""célibataire"")",,,,,,PCR17,,,Est-ce que votre nouveau ou nouvelle conjoint·e corrige l’enfant lorsqu’il est irrespectueux envers vous ?,,,,,0,,E1A,Jamais / Rarement / Parfois / Régulièrement / Souvent / Toujours / S.O.,0,0,100%,0%,0%, -   , -   , -   ,,,,,,,,,Qualitatif,,,,🔴,,Si indice AP élevée : présenter les meilleures pratiques pour le nouveau conjoint : ,,,,,,,,,,,,,,,,,,,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"s'active si PCR a NC (B07 n'égale pas ""célibataire"")",,,,,,PCR18,,,Est-ce que votre situation crée certains ou d'importants désaccords entre vous et votre nouveau ou nouvelle conjoint·e face à la façon d’agir avec l’enfant ?,,,,,0,,E3A,"Pas du tout d’accord / Pas d’accord / Ni d’accord, ni pas d’accord / Partiellement d’accord / D’accord / Tout à fait d’accord / S.O.",0,0,0%,100%,0%, -   , -   , -   ,,,,,,,,,Qualitatif,,,,🔴,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,59,9,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,76%,12%,13%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q active =1,,Total par catégorie (F*I),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Questionnaire 
PARENT FAVORISÉ (PFA)",PFA01,,,"Comment qualifieriez-vous la relation et le degré de complicité (ou alliance) entre votre enfant et l'autre parent, aujourd'hui ?",,ATTN : différentiel,,,0,,1 à 10 ,Aucune (0) à Excellente (10),7,0,50%,50%,0%, -   , -   , -   ,A:Alliance,,,,,,Diff,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,temps de séparation ? ,,PFA02,,,"Selon vous, dans quelle mesure l'autre parent entretien (aujourd'hui) une relation fusionnelle avec votre enfant ?",,ATTN : différentiel (= > 5),5,,0,,1 à 10 ,Aucune (0) à Excellente (10),3,0,100%,0%,0%, -   , -   , -   ,A:Alliance,,,,,,Diff,,,🔶,"définir relation fusionnelle + Mise en garde d'une relation fusionelle non intentionnelle … patience et bienveillance de mise 
(ex.: Frédéric J + Nancy N) + recommandation médiation  ",,🔴,,"""peut mener à un isolement et un retrait social pouvant être préjudiciable"" ",,N / A,N / A,N / A,N / A,N / A,N / A,N / A,N / A,N / A,N / A,N / A,N / A,N / A,N / A,N / A,N / A,N / A,N / A,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,sq1 (s'active si PFA02>=condition),,,,,PFA02a,,,Diriez-vous que la relation fusionnelle entre votre enfant et l'autre parent est consciente (intentionnelle) ou inconsciente ?,,sq1 ,,,0,,échelle à deux pôles,,,,50%,50%,0%, -   , -   , -   ,A:Alliance,,,,,,,,Qualitatif,,,,🔴,,"Selon les réponses fournies / Les réponses du questionnaire semble indiquer que l'autre parent (votre coparent) entretient consciemment une relation fusionelle avec votre enfant /  relation fusionnelle = parentification = désir d'eclusion possible ou 
",,N / A,N / A,N / A,N / A,N / A,N / A,N / A,N / A,N / A,N / A,N / A,N / A,N / A,N / A,N / A,N / A,N / A,N / A,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"intensité 2 si âge (B02) >= 10 ans;
Intensité 3 si âge (B02) < 10 ans",,,,PFA03,demande ou demandait ,demandait ,"Selon vous, dans quelle mesure l’autre parent demande à votre enfant de garder des secrets et de vous cacher des choses ?",,,,,2,3,E1A,Jamais / Rarement / Parfois / Régulièrement / Souvent / Toujours / S.O.,7,21,0%,0%,100%, -   , -   , 21 ,A:Alliance,,,,,,,,,🔶,"notion conflit de loyauté 
notion de base ?? Sur les 
impacts sur un enfant de garder des secrets / importance d'intervenir pour soulager l'enfant de la pression / ne pas culpabiliser et ne pas presser l'enfant de ne pas ",,🔴,,VOIR équivalent ENFANT : impact sur un enfant de garder des secrets / importance d'intervenir pour soulager l'enfant de la pression / ne pas culpabiliser et ne pas presser l'enfant de ne pas ,,,,,,,,,,,,,,,,,,,,1,1,21, 7 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,PFA04,laisse ou laissait ,laissait ,Quelle est la probabilité de l'énoncé suivant ? L’autre parent laisse entendre à votre enfant que vous avez abandonné la famille. ,,,5,,1,,E4A,Nulle / Très faible / Faible / Moyenne / Élevé / Très élevé / S.O.,7,7,0%,100%,0%, -   , 7 , -   ,B:Altération/dévoiement de la réalité,,,,,,,,,,,,🔴,,importance de sécuriser l'enfant ,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,sq1 (s'active si PFA04>=condition),,,,,PFA04a,,,Quelle est la probabilité de l'énoncé suivant ? L’autre parent laisse entendre à votre enfant que vous ne l’aimez pas vraiment.,,,,,2,,E4A,Nulle / Très faible / Faible / Moyenne / Élevé / Très élevé / S.O.,10,10,0%,100%,0%,,,,B:Altération/dévoiement de la réalité,,,,,,,,,,,,🔴,,importance de sécuriser l'enfant ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,PFA05,,,Quelle est la probabilité de l'énoncé suivant ? L’autre parent laisse entendre à votre enfant que vous souffrez d’une maladie mentale ou que vous êtes instable psychologiquement.,,,3,,1,,E4A,Nulle / Très faible / Faible / Moyenne / Élevé / Très élevé / S.O.,10,10,0%,100%,0%, -   , 10 , -   ,B:Altération/dévoiement de la réalité,,,,,,,,,,,,🔴,,"exposer ce que ça veut dire / impact sur l'enfant / importance de sécuriser l'enfant 
importantce d'intervenir ou non 
quelques conseils de base 

important de faire la différence entre une réelle perception de danger chez l'enfant et un message indirect de l'autre parent que l'enfant reprend à son compte. Important de différencier également l'emprise chez un enfant entre recracher les paroles de l'autre parent et l'enfant reprend à son compte le message (rejet actif) Sentiment d'insécurité induit par l'autre parent ? Un accompagnement ou un support psychologique serait ",,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
